Column1,Domain,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
vOTU_121701,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_145931,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_48708,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_61558,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_74239,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_92017,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_49310,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_70451,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_104055,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_11393,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_126899,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_13177,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_14191,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_15100,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_17289,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_22032,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_22230,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_7384,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_85167,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_92969,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_39369,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_61226,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_26196,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_26973,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_35879,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_65824,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_77179,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1131,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1244,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_83259,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_55643,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_67965,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_48243,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_14732,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_83000,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_50501,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_7184,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1789,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_20765,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2259,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_22918,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_5591,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_111507,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_16358,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2741,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_37942,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_46029,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_53414,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_75053,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_80141,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_96979,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_88711,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_34128,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_137862,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_85877,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_42827,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_55490,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3148,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_100076,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_106043,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_117927,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_126517,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_128773,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_135856,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_20425,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_31882,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_33279,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_36128,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_38239,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_39834,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_40725,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_42839,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_59027,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_71335,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_87102,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_89683,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_96667,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_160,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2006,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_58668,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_43478,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_21972,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_78783,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_80326,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_99981,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_31902,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_45499,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_70433,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_73543,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_115956,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_8695,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_141907,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_103772,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_66511,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_98345,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_112347,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_78280,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_25027,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_32996,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_55481,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_129832,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_10000,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_100919,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_101020,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_101588,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_101608,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_101716,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_102369,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1025,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_102502,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1030,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_103332,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_103470,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_103636,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_10504,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_106168,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1063,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_106590,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1069,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_108644,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_10879,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_11024,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_11051,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_110927,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_111123,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_111279,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_11150,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_11169,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1120,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1122,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
