vOTU	size
vOTU_24953	3437
vOTU_24966	3435
vOTU_24968	3434
vOTU_24991	3432
vOTU_24992	3432
vOTU_25006	3430
vOTU_25010	3430
vOTU_25027	3427
vOTU_25029	3427
vOTU_25061	3424
vOTU_25062	3423
vOTU_25076	3422
vOTU_25100	3419
vOTU_25101	3419
vOTU_25117	3418
vOTU_25149	3415
vOTU_25195	3409
vOTU_25240	3404
vOTU_25261	3402
vOTU_25262	3402
vOTU_25270	3401
vOTU_25273	3401
vOTU_25320	3396
vOTU_25322	3395
vOTU_25325	3395
vOTU_25346	3393
vOTU_25348	3393
vOTU_25356	3391
vOTU_25364	3391
vOTU_25373	3390
vOTU_25385	3388
vOTU_25391	3388
vOTU_25399	3387
vOTU_25464	3381
vOTU_25468	3381
vOTU_25512	3376
vOTU_25513	3376
vOTU_25528	3375
vOTU_25537	3374
vOTU_25554	3373
vOTU_25572	3371
vOTU_25613	3368
vOTU_25626	3366
vOTU_25634	3366
vOTU_25655	3364
vOTU_25657	3364
vOTU_25663	3363
vOTU_25678	3362
vOTU_25692	3361
vOTU_25761	3354
vOTU_25762	3354
vOTU_25784	3352
vOTU_25809	3349
vOTU_25829	3347
vOTU_25845	3345
vOTU_25848	3345
vOTU_25858	3344
vOTU_25889	3341
vOTU_25896	3341
vOTU_25919	3338
vOTU_25944	3336
vOTU_25972	3333
vOTU_25990	3331
vOTU_26006	3329
vOTU_26012	3329
vOTU_26081	3323
vOTU_26083	3323
vOTU_26150	3316
vOTU_26167	3315
vOTU_26188	3313
vOTU_26196	3312
vOTU_26227	3307
vOTU_26237	3307
vOTU_26266	3304
vOTU_26272	3303
vOTU_26273	3303
vOTU_26281	3303
vOTU_26312	3300
vOTU_26326	3299
vOTU_26327	3299
vOTU_26378	3294
vOTU_26383	3294
vOTU_26419	3290
vOTU_26423	3290
vOTU_26466	3285
vOTU_26482	3284
vOTU_26487	3283
vOTU_26488	3283
vOTU_26494	3283
vOTU_26507	3282
vOTU_26540	3280
vOTU_26550	3279
vOTU_26553	3278
vOTU_26580	3276
vOTU_26586	3275
vOTU_26593	3274
vOTU_26594	3274
vOTU_26595	3274
vOTU_26603	3273
vOTU_26631	3269
vOTU_26640	3268
vOTU_26672	3266
vOTU_26716	3261
vOTU_26737	3259
vOTU_26788	3254
vOTU_26795	3253
vOTU_26849	3248
vOTU_26870	3245
vOTU_26905	3242
vOTU_26973	3235
vOTU_26993	3233
vOTU_27046	3228
vOTU_27088	3223
vOTU_27100	3222
vOTU_27104	3222
vOTU_27113	3221
vOTU_27163	3215
vOTU_27227	3209
vOTU_27232	3208
vOTU_27241	3208
vOTU_27243	3208
vOTU_27265	3206
vOTU_27270	3205
vOTU_27287	3203
vOTU_27299	3202
vOTU_27303	3202
vOTU_27318	3200
vOTU_27333	3199
vOTU_27350	3197
vOTU_27388	3194
vOTU_27424	3190
vOTU_27437	3188
vOTU_27456	3187
vOTU_27463	3186
vOTU_27503	3182
vOTU_27531	3180
vOTU_27540	3178
vOTU_27559	3177
vOTU_27621	3171
vOTU_27693	3164
vOTU_27704	3163
vOTU_27725	3161
vOTU_27735	3161
vOTU_27746	3159
vOTU_27747	3159
vOTU_27787	3156
vOTU_27799	3155
vOTU_27815	3153
vOTU_27838	3152
vOTU_27870	3149
vOTU_27887	3147
vOTU_27918	3145
vOTU_27943	3142
vOTU_27948	3142
vOTU_27955	3141
vOTU_27962	3141
vOTU_27971	3140
vOTU_27982	3139
vOTU_27997	3138
vOTU_28006	3137
vOTU_28007	3136
vOTU_28044	3133
vOTU_28059	3132
vOTU_28078	3130
vOTU_28083	3130
vOTU_28089	3130
vOTU_28108	3128
vOTU_28134	3127
vOTU_28160	3125
vOTU_28162	3124
vOTU_28178	3123
vOTU_28203	3121
vOTU_28209	3121
vOTU_28218	3120
vOTU_28222	3119
vOTU_28253	3117
vOTU_28291	3113
vOTU_28294	3113
vOTU_28301	3113
vOTU_28326	3110
vOTU_28328	3109
vOTU_28396	3102
vOTU_28426	3100
vOTU_28462	3097
vOTU_28474	3095
vOTU_28487	3094
vOTU_28511	3092
vOTU_28527	3091
vOTU_28567	3087
vOTU_28618	3084
vOTU_28637	3082
vOTU_28677	3079
vOTU_28684	3078
vOTU_28689	3078
vOTU_28718	3075
vOTU_28722	3075
vOTU_28735	3074
vOTU_28763	3071
vOTU_28813	3066
vOTU_28845	3064
vOTU_28889	3061
vOTU_28891	3061
vOTU_28915	3059
vOTU_28923	3058
vOTU_28991	3053
vOTU_28992	3053
vOTU_29008	3051
vOTU_29061	3047
vOTU_29079	3046
vOTU_29124	3043
vOTU_29142	3041
vOTU_29147	3041
vOTU_29152	3040
vOTU_29182	3039
vOTU_29203	3036
vOTU_29205	3036
vOTU_29269	3031
vOTU_29288	3030
vOTU_29338	3027
vOTU_29347	3026
vOTU_29383	3024
vOTU_29413	3021
vOTU_29416	3021
vOTU_29419	3021
vOTU_29448	3019
vOTU_29509	3015
vOTU_29565	3011
vOTU_29584	3010
vOTU_29661	3005
vOTU_29705	3001
vOTU_29712	3001
vOTU_29731	3000
vOTU_29797	2994
vOTU_29805	2993
vOTU_29808	2993
vOTU_29818	2992
vOTU_29839	2990
vOTU_29875	2988
vOTU_29895	2986
vOTU_29910	2985
vOTU_29933	2983
vOTU_29960	2981
vOTU_29966	2981
vOTU_29980	2980
vOTU_30004	2978
vOTU_30025	2977
vOTU_30052	2975
vOTU_30061	2974
vOTU_30089	2972
vOTU_30126	2969
vOTU_30168	2966
vOTU_30211	2964
vOTU_30237	2962
vOTU_30265	2960
vOTU_30271	2960
vOTU_30318	2956
vOTU_30360	2954
vOTU_30369	2953
vOTU_30388	2952
vOTU_30392	2952
vOTU_30406	2951
vOTU_30407	2951
vOTU_30420	2950
vOTU_30436	2949
vOTU_30471	2947
vOTU_30493	2946
vOTU_30499	2945
vOTU_30505	2945
vOTU_30508	2945
vOTU_30522	2944
vOTU_30527	2943
vOTU_30651	2934
vOTU_30670	2933
vOTU_30712	2930
vOTU_30719	2929
vOTU_30798	2924
vOTU_30801	2923
vOTU_30854	2920
vOTU_30864	2920
vOTU_30870	2919
vOTU_30885	2918
vOTU_30898	2918
vOTU_30907	2917
vOTU_30927	2916
vOTU_30929	2916
vOTU_30965	2914
vOTU_30978	2913
vOTU_30990	2913
vOTU_30998	2912
vOTU_31043	2910
vOTU_31088	2907
vOTU_31112	2905
vOTU_31175	2901
vOTU_31185	2900
vOTU_31194	2900
vOTU_31246	2896
vOTU_31253	2895
vOTU_31262	2895
vOTU_31267	2894
vOTU_31312	2891
vOTU_31325	2891
vOTU_31326	2891
vOTU_31352	2889
vOTU_31370	2887
vOTU_31395	2884
vOTU_31403	2884
vOTU_31415	2883
vOTU_31420	2882
vOTU_31442	2881
vOTU_31443	2881
vOTU_31510	2876
vOTU_31545	2874
vOTU_31581	2872
vOTU_31714	2863
vOTU_31731	2862
vOTU_31735	2861
vOTU_31766	2858
vOTU_31775	2858
vOTU_31793	2857
vOTU_31799	2857
vOTU_31803	2856
vOTU_31812	2855
vOTU_31844	2853
vOTU_31882	2850
vOTU_31887	2850
vOTU_31902	2849
vOTU_31947	2844
vOTU_31961	2843
vOTU_31974	2843
vOTU_31983	2843
vOTU_32008	2841
vOTU_32020	2840
vOTU_32073	2837
vOTU_32089	2836
vOTU_32130	2833
vOTU_32136	2833
vOTU_32142	2833
vOTU_32158	2832
vOTU_32172	2831
vOTU_32216	2827
vOTU_32242	2826
vOTU_32252	2825
vOTU_32270	2825
vOTU_32271	2825
vOTU_32306	2822
vOTU_32322	2821
vOTU_32365	2818
vOTU_32375	2818
vOTU_32376	2818
vOTU_32377	2818
vOTU_32394	2816
vOTU_32413	2815
vOTU_32414	2815
vOTU_32415	2815
vOTU_32457	2813
vOTU_32465	2813
vOTU_32469	2812
vOTU_32523	2809
vOTU_32550	2807
vOTU_32581	2805
vOTU_32590	2804
vOTU_32592	2804
vOTU_32620	2802
vOTU_32621	2802
vOTU_32641	2800
vOTU_32668	2798
vOTU_32680	2797
vOTU_32693	2796
vOTU_32738	2794
vOTU_32745	2793
vOTU_32746	2793
vOTU_32762	2792
vOTU_32792	2790
vOTU_32798	2789
vOTU_32831	2788
vOTU_32863	2786
vOTU_32900	2784
vOTU_32906	2783
vOTU_32919	2782
vOTU_32970	2779
vOTU_32975	2779
vOTU_32976	2779
vOTU_32996	2777
vOTU_32998	2777
vOTU_33083	2772
vOTU_33113	2770
vOTU_33123	2769
vOTU_33159	2767
vOTU_33176	2766
vOTU_33202	2764
vOTU_33245	2761
vOTU_33279	2759
vOTU_33288	2758
vOTU_33305	2757
vOTU_33307	2757
vOTU_33362	2753
vOTU_33410	2751
vOTU_33448	2748
vOTU_33469	2747
vOTU_33477	2747
vOTU_33482	2747
vOTU_33506	2745
vOTU_33507	2745
vOTU_33537	2743
vOTU_33539	2743
vOTU_33561	2741
vOTU_33572	2741
vOTU_33574	2741
vOTU_33576	2741
vOTU_33630	2737
vOTU_33676	2733
vOTU_33748	2730
vOTU_33767	2728
vOTU_33768	2728
vOTU_33781	2728
vOTU_33783	2728
vOTU_33786	2728
vOTU_33796	2727
vOTU_33816	2726
vOTU_33833	2725
vOTU_33865	2723
vOTU_33877	2723
vOTU_33878	2723
vOTU_33910	2721
vOTU_33948	2718
vOTU_33959	2718
vOTU_33977	2717
vOTU_33982	2716
vOTU_34004	2715
vOTU_34085	2710
vOTU_34119	2709
vOTU_34120	2709
vOTU_34128	2709
vOTU_34143	2707
vOTU_34153	2707
vOTU_34190	2704
vOTU_34196	2704
vOTU_34224	2702
vOTU_34240	2701
vOTU_34247	2701
vOTU_34253	2701
vOTU_34261	2701
vOTU_34262	2700
vOTU_34330	2697
vOTU_34338	2696
vOTU_34361	2695
vOTU_34366	2695
vOTU_34381	2694
vOTU_34383	2694
vOTU_34414	2692
vOTU_34433	2691
vOTU_34449	2690
vOTU_34465	2689
vOTU_34499	2687
vOTU_34530	2685
vOTU_34566	2683
vOTU_34583	2682
vOTU_34595	2681
vOTU_34619	2679
vOTU_34629	2679
vOTU_34700	2676
vOTU_34784	2672
vOTU_34796	2671
vOTU_34803	2671
vOTU_34869	2667
vOTU_34888	2666
vOTU_34928	2664
vOTU_34931	2664
vOTU_34945	2663
vOTU_35002	2660
vOTU_35031	2659
vOTU_35033	2659
vOTU_35037	2658
vOTU_35125	2653
vOTU_35131	2653
vOTU_35201	2649
vOTU_35267	2646
vOTU_35279	2645
vOTU_35325	2642
vOTU_35365	2639
vOTU_35449	2635
vOTU_35451	2635
vOTU_35455	2635
vOTU_35475	2633
vOTU_35488	2633
vOTU_35519	2632
vOTU_35523	2631
vOTU_35562	2629
vOTU_35565	2629
vOTU_35567	2629
vOTU_35607	2627
vOTU_35623	2626
vOTU_35625	2626
vOTU_35626	2626
vOTU_35680	2623
vOTU_35695	2622
vOTU_35706	2621
vOTU_35816	2616
vOTU_35850	2614
vOTU_35855	2614
vOTU_35879	2613
vOTU_35910	2612
vOTU_35914	2611
vOTU_35937	2610
vOTU_35973	2609
vOTU_36066	2604
vOTU_36077	2603
vOTU_36121	2602
vOTU_36127	2602
vOTU_36128	2602
vOTU_36146	2601
vOTU_36169	2599
vOTU_36195	2598
vOTU_36254	2594
vOTU_36268	2593
vOTU_36303	2592
vOTU_36338	2590
vOTU_36347	2589
vOTU_36357	2589
vOTU_36377	2588
vOTU_36404	2587
vOTU_36414	2586
vOTU_36423	2586
vOTU_36453	2585
vOTU_36487	2583
vOTU_36503	2582
vOTU_36517	2581
vOTU_36522	2581
vOTU_36543	2580
vOTU_36565	2578
vOTU_36583	2577
vOTU_36639	2574
vOTU_36661	2574
vOTU_36670	2573
vOTU_36671	2573
vOTU_36673	2573
vOTU_36708	2571
vOTU_36722	2571
vOTU_36787	2567
vOTU_36831	2564
vOTU_36875	2562
vOTU_36895	2561
vOTU_36936	2558
vOTU_36937	2558
vOTU_36975	2556
vOTU_36993	2555
vOTU_36999	2554
vOTU_37080	2550
vOTU_37110	2549
vOTU_37166	2546
vOTU_37220	2544
vOTU_37261	2542
vOTU_37298	2540
vOTU_37300	2540
vOTU_37340	2539
vOTU_37355	2538
vOTU_37387	2537
vOTU_37400	2536
vOTU_37415	2535
vOTU_37416	2535
vOTU_37435	2534
vOTU_37463	2533
vOTU_37526	2529
vOTU_37536	2529
vOTU_37657	2523
vOTU_37666	2522
vOTU_37736	2519
vOTU_37738	2519
vOTU_37742	2519
vOTU_37744	2519
vOTU_37757	2518
vOTU_37820	2515
vOTU_37833	2514
vOTU_37844	2514
vOTU_37880	2512
vOTU_37902	2510
vOTU_37933	2509
vOTU_37940	2508
vOTU_37942	2508
vOTU_37956	2508
vOTU_37957	2508
vOTU_37958	2508
vOTU_37960	2508
vOTU_37965	2507
vOTU_37967	2507
vOTU_37971	2507
vOTU_37982	2507
vOTU_37983	2507
vOTU_38008	2505
vOTU_38044	2504
vOTU_38049	2504
vOTU_38104	2501
vOTU_38119	2500
vOTU_38133	2499
vOTU_38142	2499
vOTU_38152	2498
vOTU_38165	2498
vOTU_38177	2497
vOTU_38179	2497
vOTU_38188	2497
vOTU_38203	2496
vOTU_38239	2494
vOTU_38252	2493
vOTU_38265	2492
vOTU_38278	2492
vOTU_38299	2491
vOTU_38321	2490
vOTU_38322	2490
vOTU_38323	2490
vOTU_38361	2488
vOTU_38408	2486
vOTU_38545	2479
vOTU_38553	2479
vOTU_38604	2477
vOTU_38670	2474
vOTU_38672	2474
vOTU_38688	2473
vOTU_38740	2470
vOTU_38745	2470
vOTU_38752	2470
vOTU_38780	2469
vOTU_38786	2469
vOTU_38793	2469
vOTU_38799	2468
vOTU_38840	2466
vOTU_38889	2464
vOTU_38899	2464
vOTU_38902	2464
vOTU_38954	2461
vOTU_39025	2458
vOTU_39028	2458
vOTU_39056	2456
vOTU_39065	2456
vOTU_39085	2455
vOTU_39087	2455
vOTU_39088	2455
vOTU_39115	2454
vOTU_39144	2452
vOTU_39150	2452
vOTU_39189	2451
vOTU_39197	2450
vOTU_39206	2450
vOTU_39208	2450
vOTU_39233	2449
vOTU_39238	2448
vOTU_39245	2448
vOTU_39251	2447
vOTU_39255	2447
vOTU_39327	2444
vOTU_39333	2444
vOTU_39352	2442
vOTU_39361	2442
vOTU_39369	2442
vOTU_39374	2442
vOTU_39376	2442
vOTU_39407	2440
vOTU_39422	2440
vOTU_39487	2437
vOTU_39495	2436
vOTU_39500	2436
vOTU_39517	2435
vOTU_39522	2435
vOTU_39531	2435
vOTU_39550	2434
vOTU_39577	2433
vOTU_39589	2432
vOTU_39607	2432
vOTU_39616	2432
vOTU_39662	2429
vOTU_39665	2429
vOTU_39696	2428
vOTU_39697	2428
vOTU_39700	2428
vOTU_39792	2424
vOTU_39832	2422
vOTU_39834	2422
vOTU_39847	2421
vOTU_39854	2421
vOTU_39883	2419
vOTU_39886	2419
vOTU_39941	2417
vOTU_39947	2416
vOTU_39949	2416
vOTU_39960	2416
vOTU_39965	2416
vOTU_39984	2415
vOTU_39994	2415
vOTU_40034	2413
vOTU_40051	2412
vOTU_40053	2412
vOTU_40066	2411
vOTU_40069	2411
vOTU_40074	2411
vOTU_40075	2410
vOTU_40129	2409
vOTU_40130	2409
vOTU_40149	2408
vOTU_40179	2407
vOTU_40272	2403
vOTU_40307	2401
vOTU_40336	2400
vOTU_40458	2394
vOTU_40493	2393
vOTU_40534	2391
vOTU_40545	2390
vOTU_40565	2390
vOTU_40585	2389
vOTU_40603	2388
vOTU_40691	2384
vOTU_40725	2383
vOTU_40791	2380
vOTU_40792	2380
vOTU_40814	2379
vOTU_40826	2378
vOTU_40855	2377
vOTU_40866	2377
vOTU_40886	2376
vOTU_40904	2375
vOTU_40925	2374
vOTU_40933	2373
vOTU_40953	2372
vOTU_40956	2372
vOTU_40957	2372
vOTU_40974	2371
vOTU_40980	2371
vOTU_41002	2370
vOTU_41030	2369
vOTU_41118	2365
vOTU_41124	2365
vOTU_41136	2364
vOTU_41143	2364
vOTU_41223	2361
vOTU_41234	2360
vOTU_41248	2360
vOTU_41254	2360
vOTU_41277	2359
vOTU_41295	2358
vOTU_41303	2358
vOTU_41329	2357
vOTU_41332	2357
vOTU_41365	2356
vOTU_41396	2354
vOTU_41410	2353
vOTU_41429	2352
vOTU_41446	2351
vOTU_41469	2351
vOTU_41480	2350
vOTU_41482	2350
vOTU_41496	2350
vOTU_41509	2349
vOTU_41525	2349
vOTU_41530	2349
vOTU_41578	2346
vOTU_41635	2345
vOTU_41695	2342
vOTU_41734	2341
vOTU_41765	2339
vOTU_41773	2339
vOTU_41817	2337
vOTU_41864	2335
vOTU_41901	2333
vOTU_41907	2333
vOTU_41917	2333
vOTU_41950	2331
vOTU_42049	2328
vOTU_42058	2327
vOTU_42062	2327
vOTU_42070	2327
vOTU_42078	2326
vOTU_42103	2325
vOTU_42128	2324
vOTU_42135	2324
vOTU_42139	2324
vOTU_42147	2323
vOTU_42162	2323
vOTU_42165	2322
vOTU_42190	2322
vOTU_42201	2321
vOTU_42241	2320
vOTU_42299	2317
vOTU_42301	2317
vOTU_42316	2316
vOTU_42317	2316
vOTU_42328	2316
vOTU_42343	2315
vOTU_42365	2314
vOTU_42383	2313
vOTU_42420	2312
vOTU_42423	2312
vOTU_42465	2310
vOTU_42475	2310
vOTU_42514	2309
vOTU_42516	2309
vOTU_42522	2308
vOTU_42531	2308
vOTU_42537	2308
vOTU_42611	2304
vOTU_42624	2303
vOTU_42631	2303
vOTU_42652	2302
vOTU_42674	2301
vOTU_42685	2301
vOTU_42827	2296
vOTU_42839	2296
vOTU_42853	2295
vOTU_42885	2294
vOTU_42931	2293
vOTU_42943	2292
vOTU_42955	2292
vOTU_42967	2291
vOTU_42985	2291
vOTU_43033	2289
vOTU_43035	2289
vOTU_43050	2288
vOTU_43057	2288
vOTU_43076	2287
vOTU_43113	2286
vOTU_43139	2285
vOTU_43176	2283
vOTU_43180	2283
vOTU_43201	2282
vOTU_43210	2282
vOTU_43227	2281
vOTU_43228	2281
vOTU_43234	2281
vOTU_43244	2281
vOTU_43280	2279
vOTU_43393	2275
vOTU_43408	2275
vOTU_43415	2274
vOTU_43420	2274
vOTU_43421	2274
vOTU_43426	2274
vOTU_43478	2272
vOTU_43658	2266
vOTU_43666	2266
vOTU_43668	2266
vOTU_43687	2265
vOTU_43693	2265
vOTU_43727	2264
vOTU_43776	2261
vOTU_43804	2260
vOTU_43806	2260
vOTU_43807	2260
vOTU_43866	2258
vOTU_43868	2258
vOTU_43896	2257
vOTU_43924	2256
vOTU_43933	2255
vOTU_43941	2255
vOTU_43960	2254
vOTU_43980	2254
vOTU_43988	2253
vOTU_44023	2252
vOTU_44028	2252
vOTU_44066	2250
vOTU_44073	2250
vOTU_44114	2249
vOTU_44117	2248
vOTU_44118	2248
vOTU_44121	2248
vOTU_44151	2247
vOTU_44171	2246
vOTU_44178	2246
vOTU_44208	2245
vOTU_44246	2243
vOTU_44249	2243
vOTU_44274	2242
vOTU_44285	2242
vOTU_44286	2242
vOTU_44290	2242
vOTU_44341	2239
vOTU_44409	2237
vOTU_44412	2237
vOTU_44455	2235
vOTU_44462	2235
vOTU_44483	2234
vOTU_44496	2234
vOTU_44533	2233
vOTU_44624	2229
vOTU_44639	2228
vOTU_44654	2228
vOTU_44674	2227
vOTU_44680	2227
vOTU_44683	2227
vOTU_44684	2227
vOTU_44739	2224
vOTU_44746	2224
vOTU_44751	2224
vOTU_44800	2223
vOTU_44806	2223
vOTU_44812	2222
vOTU_44844	2221
vOTU_44847	2221
vOTU_44856	2221
vOTU_44857	2221
vOTU_44991	2216
vOTU_45004	2215
vOTU_45045	2214
vOTU_45069	2213
vOTU_45070	2213
vOTU_45119	2211
vOTU_45129	2211
vOTU_45134	2210
vOTU_45157	2210
vOTU_45158	2210
vOTU_45185	2209
vOTU_45188	2208
vOTU_45195	2208
vOTU_45201	2208
vOTU_45216	2208
vOTU_45258	2206
vOTU_45279	2205
vOTU_45297	2205
vOTU_45301	2205
vOTU_45303	2205
vOTU_45336	2204
vOTU_45371	2202
vOTU_45377	2202
vOTU_45391	2202
vOTU_45485	2199
vOTU_45499	2198
vOTU_45506	2198
vOTU_45513	2198
vOTU_45516	2198
vOTU_45535	2197
vOTU_45543	2197
vOTU_45571	2196
vOTU_45635	2193
vOTU_45675	2192
vOTU_45682	2192
vOTU_45742	2190
vOTU_45754	2189
vOTU_45797	2188
vOTU_45806	2188
vOTU_45832	2187
vOTU_45849	2186
vOTU_45890	2185
vOTU_45897	2184
vOTU_45986	2182
vOTU_45999	2181
vOTU_46008	2181
vOTU_46029	2180
vOTU_46043	2180
vOTU_46066	2179
vOTU_46071	2179
vOTU_46079	2178
vOTU_46131	2177
vOTU_46153	2176
vOTU_46192	2175
vOTU_46193	2175
vOTU_46241	2172
vOTU_46244	2172
vOTU_46281	2171
vOTU_46335	2169
vOTU_46343	2169
vOTU_46368	2168
vOTU_46421	2166
vOTU_46433	2166
vOTU_46442	2166
vOTU_46445	2166
vOTU_46451	2165
vOTU_46467	2165
vOTU_46488	2164
vOTU_46504	2163
vOTU_46518	2163
vOTU_46521	2163
vOTU_46522	2163
vOTU_46548	2162
vOTU_46550	2162
vOTU_46583	2161
vOTU_46594	2160
vOTU_46607	2160
vOTU_46615	2160
vOTU_46628	2160
vOTU_46650	2159
vOTU_46652	2159
vOTU_46661	2158
vOTU_46678	2158
vOTU_46681	2158
vOTU_46693	2157
vOTU_46723	2157
vOTU_46762	2155
vOTU_46785	2155
vOTU_46786	2155
vOTU_46854	2153
vOTU_46885	2152
vOTU_46897	2151
vOTU_46937	2150
vOTU_47011	2148
vOTU_47041	2146
vOTU_47058	2146
vOTU_47072	2145
vOTU_47086	2145
vOTU_47122	2143
vOTU_47146	2143
vOTU_47191	2141
vOTU_47279	2138
vOTU_47295	2138
vOTU_47303	2138
vOTU_47349	2136
vOTU_47354	2136
vOTU_47357	2136
vOTU_47426	2134
vOTU_47436	2134
vOTU_47464	2133
vOTU_47472	2133
vOTU_47494	2132
vOTU_47538	2130
vOTU_47583	2129
vOTU_47606	2128
vOTU_47649	2127
vOTU_47654	2127
vOTU_47659	2127
vOTU_47660	2127
vOTU_47675	2126
vOTU_47694	2126
vOTU_47697	2126
vOTU_47699	2126
vOTU_47702	2125
vOTU_47802	2123
vOTU_47821	2122
vOTU_47857	2121
vOTU_47858	2121
vOTU_47875	2120
vOTU_47958	2118
vOTU_47966	2118
vOTU_48006	2116
vOTU_48009	2116
vOTU_48010	2116
vOTU_48082	2114
vOTU_48097	2114
vOTU_48102	2113
vOTU_48105	2113
vOTU_48110	2113
vOTU_48162	2111
vOTU_48175	2111
vOTU_48180	2111
vOTU_48190	2111
vOTU_48202	2110
vOTU_48243	2109
vOTU_48263	2108
vOTU_48281	2108
vOTU_48308	2107
vOTU_48318	2106
vOTU_48336	2106
vOTU_48382	2104
vOTU_48392	2104
vOTU_48408	2104
vOTU_48437	2103
vOTU_48441	2103
vOTU_48484	2102
vOTU_48487	2102
vOTU_48534	2100
vOTU_48541	2100
vOTU_48547	2099
vOTU_48550	2099
vOTU_48564	2099
vOTU_48605	2098
vOTU_48621	2097
vOTU_48648	2096
vOTU_48685	2095
vOTU_48696	2095
vOTU_48708	2095
vOTU_48709	2095
vOTU_48713	2094
vOTU_48744	2094
vOTU_48763	2093
vOTU_48821	2092
vOTU_48823	2091
vOTU_48830	2091
vOTU_48833	2091
vOTU_48837	2091
vOTU_48839	2091
vOTU_48841	2091
vOTU_48847	2091
vOTU_48848	2091
vOTU_48889	2089
vOTU_48963	2087
vOTU_48982	2087
vOTU_48987	2087
vOTU_48990	2087
vOTU_49015	2086
vOTU_49105	2083
vOTU_49144	2082
vOTU_49194	2080
vOTU_49204	2079
vOTU_49214	2079
vOTU_49229	2078
vOTU_49242	2078
vOTU_49245	2078
vOTU_49279	2077
vOTU_49310	2076
vOTU_49321	2076
vOTU_49336	2075
vOTU_49375	2074
vOTU_49387	2073
vOTU_49400	2073
vOTU_49404	2073
vOTU_49430	2072
vOTU_49446	2071
vOTU_49470	2071
vOTU_49604	2067
vOTU_49618	2066
vOTU_49682	2064
vOTU_49750	2063
vOTU_49782	2062
vOTU_49849	2060
vOTU_49851	2060
vOTU_49853	2060
vOTU_49872	2059
vOTU_49890	2059
vOTU_49913	2058
vOTU_49930	2058
vOTU_49939	2057
vOTU_49989	2056
vOTU_50017	2056
vOTU_50020	2056
vOTU_50022	2055
vOTU_50045	2055
vOTU_50099	2053
vOTU_50116	2053
vOTU_50184	2051
vOTU_50191	2051
vOTU_50251	2049
vOTU_50279	2048
vOTU_50287	2048
vOTU_50289	2048
vOTU_50295	2047
vOTU_50312	2047
vOTU_50318	2047
vOTU_50336	2047
vOTU_50351	2046
vOTU_50366	2046
vOTU_50411	2045
vOTU_50452	2044
vOTU_50491	2043
vOTU_50495	2043
vOTU_50501	2042
vOTU_50535	2042
vOTU_50547	2041
vOTU_50559	2041
vOTU_50565	2040
vOTU_50597	2039
vOTU_50615	2039
vOTU_50621	2039
vOTU_50626	2039
vOTU_50657	2038
vOTU_50685	2037
vOTU_50725	2036
vOTU_50737	2036
vOTU_50770	2035
vOTU_50775	2035
vOTU_50779	2035
vOTU_50787	2034
vOTU_50788	2034
vOTU_50811	2034
vOTU_50813	2034
vOTU_50826	2033
vOTU_50829	2033
vOTU_50831	2033
vOTU_50843	2033
vOTU_50870	2032
vOTU_50878	2032
vOTU_50882	2032
vOTU_50883	2032
vOTU_50887	2032
vOTU_50889	2031
vOTU_50929	2030
vOTU_50938	2030
vOTU_50972	2029
vOTU_51055	2026
vOTU_51098	2025
vOTU_51104	2025
vOTU_51119	2025
vOTU_51177	2023
vOTU_51209	2022
vOTU_51232	2022
vOTU_51256	2021
vOTU_51312	2019
vOTU_51325	2019
vOTU_51347	2019
vOTU_51355	2018
vOTU_51383	2018
vOTU_51388	2018
vOTU_51435	2016
vOTU_51487	2015
vOTU_51530	2014
vOTU_51577	2013
vOTU_51634	2011
vOTU_51641	2011
vOTU_51680	2010
vOTU_51698	2009
vOTU_51882	2005
vOTU_51899	2004
vOTU_51911	2004
vOTU_51912	2004
vOTU_51945	2003
vOTU_52039	2000
vOTU_52076	1999
vOTU_52092	1998
vOTU_52119	1998
vOTU_52131	1998
vOTU_52141	1997
vOTU_52144	1997
vOTU_52154	1997
vOTU_52160	1997
vOTU_52200	1996
vOTU_52231	1995
vOTU_52268	1994
vOTU_52311	1993
vOTU_52346	1992
vOTU_52370	1991
vOTU_52402	1990
vOTU_52431	1989
vOTU_52434	1989
vOTU_52452	1989
vOTU_52470	1988
vOTU_52485	1988
vOTU_52492	1988
vOTU_52509	1988
vOTU_52519	1987
vOTU_52564	1986
vOTU_52570	1986
vOTU_52571	1986
vOTU_52588	1985
vOTU_52645	1984
vOTU_52706	1982
vOTU_52719	1982
vOTU_52722	1982
vOTU_52781	1980
vOTU_52828	1979
vOTU_52890	1977
vOTU_52904	1977
vOTU_52913	1976
vOTU_52917	1976
vOTU_52939	1976
vOTU_52945	1976
vOTU_52949	1975
vOTU_52959	1975
vOTU_52991	1974
vOTU_53026	1973
vOTU_53036	1973
vOTU_53057	1973
vOTU_53107	1971
vOTU_53124	1971
vOTU_53164	1970
vOTU_53204	1968
vOTU_53234	1968
vOTU_53262	1967
vOTU_53284	1966
vOTU_53287	1966
vOTU_53293	1966
vOTU_53325	1965
vOTU_53391	1964
vOTU_53414	1963
vOTU_53429	1963
vOTU_53486	1961
vOTU_53499	1961
vOTU_53534	1960
vOTU_53630	1957
vOTU_53645	1957
vOTU_53661	1957
vOTU_53682	1956
vOTU_53719	1955
vOTU_53731	1955
vOTU_53734	1955
vOTU_53759	1954
vOTU_53774	1954
vOTU_53778	1954
vOTU_53803	1953
vOTU_53817	1953
